Responses,Types_R1,Tokens_R1,Hapax_R1,Types_R123,Tokens_R123,Hapax_R123
以牙还牙,2,3,1,4,7,2
虫牙,1,1,1,2,2,2
牙牙学语,1,1,1,5,7,3
牙床,2,2,2,4,5,3
两个月,1,1,1,1,1,1
凶悍,2,2,2,12,13,11
诊疗,2,2,2,4,4,4
钻牙,1,1,1,1,1,1
儿科,2,2,2,4,5,3
dentist,1,1,1,1,1,1
矫正牙齿,1,1,1,3,3,3
冷酸灵,1,1,1,3,3,3
挤牙膏,1,1,1,1,2,0
舒客,1,1,1,1,1,1
云南白药,2,6,1,8,13,7
六必治,1,1,1,1,1,1
挤不出来,1,1,1,1,1,1
保持器,1,1,1,1,1,1
脱落,3,3,3,11,12,10
咬合,2,4,1,3,8,1
牙科医生,1,1,1,3,3,3
白白,2,2,2,5,5,5
哺乳类动物,1,1,1,1,1,1
牛逼啊,1,1,1,1,1,1
牛肚,2,2,2,3,4,2
cow,1,1,1,1,1,1
牛气冲天,1,1,1,1,1,1
牛圈,1,1,1,1,1,1
牛头,2,2,2,3,3,3
黑色的皮毛,1,1,1,1,1,1
牛的角,1,1,1,1,1,1
牛仔衣服,1,1,1,1,1,1
左轮手枪,1,1,1,3,4,2
破洞,5,15,4,21,45,13
牛仔骨,1,1,1,1,1,1
牛仔帽,1,2,0,3,6,2
欧美模特,1,1,1,1,1,1
掉色,1,2,0,3,5,2
古着,2,2,2,4,4,4
水洗,1,2,0,4,7,3
褪色,2,2,2,8,8,8
李维斯,1,1,1,1,1,1
紧身裤,1,1,1,3,4,2
鲜奶,2,2,2,3,3,3
铁罐,2,2,2,6,6,6
茂夫,1,1,1,1,1,1
和水,1,1,1,1,1,1
优酸乳,2,3,1,2,5,0
乳糖,1,1,1,1,1,1
王品,1,1,1,1,1,1
黑椒,1,2,0,3,7,1
鸡汁,1,1,1,2,2,2
西冷,1,1,1,1,2,0
羊排,1,1,1,2,3,1
七分熟,1,2,0,1,6,0
烧汁,1,1,1,1,1,1
神户牛肉,1,1,1,1,1,1
滋滋响,1,1,1,1,1,1
菲利,1,1,1,1,1,1
牛腿,1,1,1,1,1,1
酱汁,3,3,3,14,16,13
最喜欢的食物,1,1,1,1,1,1
淡黄色,1,1,1,4,4,4
奇怪的东西,1,1,1,1,1,1
桔红色,1,1,1,1,1,1
7分甜,1,1,1,1,1,1
滑滑的,1,1,1,3,3,3
果蔬,1,1,1,5,5,5
纸品,1,1,1,1,1,1
鹅毛笔,1,1,1,1,1,1
羊皮卷,1,1,1,2,2,2
深黄色,1,1,1,1,1,1
羊皮纸,1,1,1,6,6,6
草模,1,1,1,1,1,1
逼格,3,3,3,17,21,15
硬纸板,1,1,1,1,1,1
放牧,5,12,3,12,26,7
牛羊叫,1,1,1,1,1,1
羊肉汤,1,1,1,5,7,4
酱香,2,2,2,2,2,2
牛肉饼,1,1,1,1,1,1
土豆炖牛肉,1,1,1,2,2,2
泡馍,3,4,2,7,9,5
酱牛肉,1,1,1,1,1,1
卤肉,2,2,2,2,2,2
牛肉粒,1,1,1,1,1,1
牛肉汤,2,2,2,5,5,5
臊子面,1,1,1,2,2,2
肉少,1,1,1,3,3,3
酸辣,2,2,2,5,8,3
您牛逼,1,1,1,1,1,1
国安,1,1,1,3,3,3
屌炸天,1,1,1,1,1,1
nubility,1,1,1,1,1,1
不愧,1,1,1,1,1,1
已死,1,1,1,3,3,3
物质守恒定律,1,1,1,1,1,1
莱布尼茨,1,1,1,3,4,2
第一定律,1,1,1,2,2,2
牡丹花下死,1,2,0,1,2,0
动京城,1,1,1,1,1,1
彭丽媛,1,1,1,6,6,6
百花之王,1,1,1,1,1,1
姹紫嫣红,1,1,1,3,4,2
牢狱之灾,4,7,2,6,15,3
狱,1,3,0,1,5,0
犯罪了,1,1,1,1,1,1
禁戒,1,1,1,1,1,1
铁索,1,1,1,2,2,2
牢不可破,1,2,0,5,7,4
的房子,1,1,1,1,1,1
502胶水,2,2,2,2,2,2
踹一下,1,1,1,1,1,1
蹲牢房,1,1,1,1,1,1
条纹衫,1,1,1,3,3,3
窝窝头,1,1,1,5,5,5
波特,1,1,1,3,3,3
囹圄,2,2,2,3,3,3
之灾,1,6,0,1,6,0
黑白囚服,1,1,1,1,1,1
危险游戏,1,1,1,1,1,1
灾,2,2,2,4,4,4
悍匪,1,1,1,2,2,2
寄宿学校,1,1,1,2,2,2
困兽,1,1,1,6,6,6
失去自由,1,1,1,2,2,2
脱出,1,1,1,3,3,3
铁笼子,1,1,1,3,3,3
Lucifer,1,1,1,1,1,1
浸猪笼,1,1,1,4,4,4
紧固,1,1,1,1,1,1
老哥稳,2,3,1,4,5,3
紧贴,1,1,1,2,2,2
self,1,1,1,1,1,1
畜牧,2,2,2,9,10,8
短笛,2,2,2,3,5,2
稻草人,4,5,3,7,19,4
游牧,1,1,1,2,2,2
放牧的人,1,1,1,1,1,1
羊群,2,3,1,15,20,12
牧马,1,1,1,1,1,1
牧羊人,2,3,1,9,11,7
放牛,2,2,2,8,9,7
圣职,1,1,1,1,2,0
欧美文化,1,1,1,1,1,1
讲课,5,5,5,18,22,15
仙境传说,1,1,1,1,1,1
物质主义,1,1,1,1,1,1
升涨,1,1,1,1,1,1
买涨,1,1,1,1,1,1
营业厅,1,1,1,5,5,5
飞涨,1,2,0,1,5,0
贵了,1,1,1,1,1,1
静物,4,4,4,11,11,11
客观存在,1,1,1,5,5,5
高空坠物,1,1,1,2,2,2
魔法用具,1,1,1,1,1,1
折旧,1,1,1,4,4,4
所属权,1,1,1,1,1,1
供应链,1,1,1,4,4,4
物流师,1,1,1,1,1,1
德邦,1,1,1,2,2,2
物流公司,2,2,2,2,2,2
费曼,1,1,1,2,2,2
生活大爆炸,3,3,3,11,12,10
力的作用,1,1,1,1,1,1
魔抗,1,1,1,1,1,1
复杂的,1,1,1,4,4,4
生物学家,1,4,0,2,7,1
化学家,1,2,0,2,4,1
普朗克,1,1,1,2,2,2
化学学家,1,1,1,1,2,0
生物起源,1,1,1,1,1,1
天择,1,1,1,1,1,1
物化,1,1,1,2,2,2
拜金,3,3,3,10,14,8
反物质,1,1,1,1,1,1
救助救援,1,1,1,1,1,1
灾难救灾,1,1,1,1,1,1
空投,2,2,2,2,5,1
采购,3,3,3,18,19,17
物料,1,1,1,2,2,2
战略物资,1,1,1,1,1,1
畜牲,2,5,1,3,7,1
生猛的人,1,1,1,1,1,1
牛栏,1,1,1,2,2,2
鸡鸭牛,1,1,1,1,1,1
牵挂,2,3,1,11,18,7
带动,1,1,1,3,3,3
牵扯,1,2,0,5,6,4
我心,2,2,2,2,2,2
心神,1,1,1,3,3,3
党报,1,1,1,1,1,1
心绪,1,1,1,4,5,3
牛车,2,2,2,4,4,4
强扭的瓜,1,1,1,1,1,1
附会,1,7,0,1,10,0
牵强附会,1,5,0,1,8,0
罗逻辑,1,1,1,1,1,1
非诚勿扰,2,2,2,6,7,5
苏芮,1,1,1,1,1,1
相伴,3,3,3,9,12,6
傀儡,2,2,2,9,9,9
挂念,1,1,1,6,9,4
牵绊,2,4,1,9,15,8
牵挂家人,1,1,1,1,1,1
没有牵挂,1,1,1,1,1,1
自己爱的人,1,1,1,1,1,1
朝颜,1,3,0,1,3,0
蒲公英,8,8,8,27,30,24
旋花科,1,1,1,2,2,2
匪常,1,1,1,1,1,1
我没什么特别,1,1,1,1,1,1
不同于一般,1,1,1,1,1,1
特别的,2,2,2,5,5,5
special,2,2,2,2,3,1
特别温柔,1,1,1,1,1,1
别致,3,3,3,13,20,9
有型,1,1,1,6,6,6
难得的,1,1,1,1,1,1
独特的,1,3,0,1,4,0
不随波逐流,1,1,1,1,1,1
特别之处,1,1,1,2,2,2
不一样的,1,1,1,2,4,1
具体的,1,1,1,1,1,1
微小的,1,1,1,1,1,1
非常的,1,1,1,2,2,2
独一的,1,1,1,1,1,1
独立的,1,1,1,4,4,4
一般的,1,1,1,1,3,0
有趣的,1,1,1,6,6,6
精致的,1,1,1,1,1,1
唯一的,3,3,3,3,3,3
尤其的,1,1,1,1,2,0
黑皮衣,1,1,1,2,2,2
谍战片,1,1,1,3,4,2
绍特,1,1,1,1,1,1
隐蔽战线,1,1,1,1,1,1
神盾特工局,1,1,1,1,1,1
身手矫捷,1,1,1,1,1,1
特殊训练,1,1,1,1,1,1
终极,2,2,2,6,6,6
安吉丽娜朱莉,1,1,1,1,1,1
克格勃,2,2,2,4,5,3
攻壳机动,1,1,1,1,1,1
联邦调查局,1,1,1,3,3,3
梅阿姨,1,1,1,1,1,1
眼尾有颗痣,1,1,1,1,1,1
身高七尺,1,1,1,1,1,1
主要的,1,1,1,2,2,2
高矮胖瘦,2,2,2,4,4,4
特征值,1,1,1,1,1,1
电磁感应,3,4,2,3,4,2
特殊性,2,2,2,4,4,4
一致性,1,1,1,3,3,3
特定的属性,1,1,1,1,1,1
希婆,1,1,1,1,1,1
床破,1,1,1,1,1,1
难以预料,1,1,1,3,3,3
特供,1,1,1,2,2,2
保护伞,3,3,3,6,6,6
赵家人,1,1,1,3,3,3
自我感动,1,1,1,1,1,1
feature,1,1,1,1,1,1
谁的特点,1,1,1,1,1,1
的猪,1,1,1,1,1,1
独断专行,1,1,1,2,2,2
一个孤僻的人,1,1,1,1,1,1
淡泊名利,1,1,1,1,1,1
我行我素,1,1,1,3,4,2
金鸡独立,4,6,3,4,9,1
踽踽独行,1,1,1,2,2,2
一只鸡,1,1,1,2,3,1
黄立行,1,1,1,1,1,1
专项,1,1,1,3,3,3
特长生,2,3,1,3,4,2
做得比别人好,1,1,1,1,1,1
一技之长,1,1,1,4,5,3
捐躯,1,1,1,4,4,4
英烈,1,1,1,6,6,6
长津湖,1,1,1,1,1,1
不留情面,1,1,1,2,2,2
很与众不同,1,1,1,1,1,1
单刀直入,1,1,1,2,2,2
独角,1,1,1,1,2,0
犀牛鸟,1,2,0,1,2,0
犀牛角,1,2,0,3,7,1
动物伙伴,1,1,1,1,1,1
犁地,1,3,0,5,9,4
牛子,1,1,1,2,2,2
耕牛,3,4,2,6,10,4
妞妞,1,1,1,3,3,3
人不犯我我不犯人,1,1,1,1,2,0
有罪的,1,1,1,1,1,1
见犯乃死,1,1,1,1,1,1
犯罪犯人,1,1,1,1,1,1
知法犯法,1,1,1,4,5,3
刀疤脸,1,1,1,1,1,1
超越底线,1,1,1,1,1,1
知法,1,1,1,1,1,1
彪形大汉,2,2,2,2,2,2
预告,3,5,1,7,10,5
心理罪,1,1,1,3,3,3
避免,4,4,4,41,46,36
以下犯上,1,1,1,4,4,4
吹哨,1,1,1,3,4,2
足球比赛,1,1,1,2,2,2
出格,1,1,1,4,5,3
僭越,1,1,1,3,3,3
改过,1,1,1,4,5,3
药家鑫,1,1,1,1,1,1
不犯错,1,1,1,1,1,1
打叉,1,1,1,5,5,5
砍樱桃树,1,1,1,1,1,1
mistake,5,7,4,5,7,4
试错,1,1,1,1,1,1
小事情,1,1,1,1,1,1
能改,1,1,1,1,1,1
偷腥,1,1,1,1,1,1
知错即改,1,1,1,1,1,1
榜眼,1,6,0,3,13,2
探花,2,3,1,4,11,3
解元,1,1,1,1,1,1
及第,1,2,0,1,2,0
乌纱帽,1,1,1,3,3,3
金殿,1,1,1,1,1,1
金榜题名时,1,1,1,2,2,2
红榜,1,1,1,2,2,2
金榜提名,1,1,1,1,2,0
新科,1,1,1,1,2,0
三百六,1,1,1,1,1,1
突发状况,1,1,1,3,3,3
当代,2,3,1,6,8,5
精神状态,1,1,1,6,6,6
情境,3,3,3,10,10,10
出了状况,1,1,1,1,1,1
调子,1,1,1,5,5,5
犹太,1,1,1,8,9,7
以色列,1,2,0,8,9,7
哭墙,1,1,1,1,1,1
上海市,1,1,1,2,2,2
日耳曼人,1,1,1,1,1,1
德国人,1,1,1,3,5,2
屠戮,1,1,1,4,4,4
难民馆,1,1,1,1,1,1
畏葸不前,1,1,1,1,1,1
左右徘徊,1,1,1,1,1,1
狂傲,3,3,3,5,5,5
狂战士,2,2,2,2,3,1
狂人,2,3,1,8,10,7
妄,1,3,0,1,4,0
猖狂,2,15,1,4,18,3
邪魅狂狷,1,1,1,1,1,1
枉,1,1,1,1,1,1
坏小子,1,1,1,1,1,1
狂飙,3,3,3,6,7,5
不顾世俗,1,1,1,1,1,1
黑白郎君,1,1,1,1,1,1
金蛇狂舞,1,1,1,3,3,3
仰天大笑,1,1,1,2,2,2
生娃,2,2,2,5,6,4
大悲,1,1,1,2,2,2
夜郎自大,3,3,3,3,3,3
斑,1,1,1,3,3,3
宙斯,3,4,2,8,13,6
暴怒,3,4,2,16,19,14
狂暴人,1,1,1,1,1,1
大分,1,1,1,1,1,1
一个人的狂欢,1,1,1,1,1,1
巴西狂欢节,1,1,1,1,1,1
范特西,2,2,2,2,2,2
斗牛士,2,2,2,5,8,3
厨,1,1,1,2,2,2
炙热,1,1,1,8,8,8
passion,1,1,1,1,1,1
重金属,4,5,3,12,23,9
追随者,1,1,1,1,1,1
爆裂鼓手,1,1,1,2,2,2
他在狂笑,1,2,0,1,2,0
喜剧片,1,1,1,1,1,1
笑气,1,1,1,5,5,5
狂笑的表情,1,1,1,1,1,1
不禁,1,1,1,2,2,2
癫疯,1,1,1,1,1,1
抽噎,1,1,1,5,5,5
狂怒,1,1,1,6,7,5
开销,4,8,3,16,23,15
拍桌子,2,2,2,3,3,3
野牛,1,1,1,3,3,3
疯狗,1,1,1,4,5,3
极度焦虑,1,1,1,1,1,1
母狗,1,1,1,2,2,2
乱吹,1,1,1,1,1,1
风量,1,1,1,1,1,1
沿海城市,1,1,1,5,5,5
大做,1,1,1,1,1,1
fox,1,1,1,1,1,1
巴卫,1,1,1,1,1,1
狐狸怎么叫,1,1,1,1,1,1
家仙,1,1,1,1,1,1
眯眼,3,3,3,15,17,14
尖嘴,3,3,3,17,20,14
古细奈和,1,1,1,1,1,1
油豆腐,1,1,1,1,1,1
雪狐,1,1,1,1,1,1
狗男女,1,1,1,5,6,4
太凶,1,1,1,1,1,1
沙皮,1,1,1,2,2,2
狗彘,1,1,1,1,1,1
dog,1,1,1,1,1,1
秋田犬,1,1,1,5,5,5
鸡跳,1,1,1,1,1,1
猫叫,1,3,0,3,8,1
鸡犬不宁,1,1,1,7,7,7
恶狗,1,1,1,3,3,3
狂吠,1,1,1,2,3,1
狗链,2,2,2,6,10,3
金巴,1,1,1,1,1,1
泰迪,1,1,1,8,12,5
狗食,1,1,1,2,2,2
吃狗粮,1,1,1,2,3,1
猫粮,4,4,4,11,22,6
天天都在吃,1,1,1,1,1,1
狗狗的食物,1,1,1,1,1,1
单身狗的粮食,1,1,1,1,1,1
研究生工资,1,1,1,1,1,1
快吃,1,1,1,1,1,1
国产剧,3,4,2,6,7,5
避邪,1,1,1,2,3,1
黑狗血,1,1,1,1,1,1
淋头,1,2,0,1,2,0
言情剧,1,2,0,3,4,2
狗血剧情,1,1,1,2,2,2
肥皂剧,7,14,5,11,20,8
驱邪,1,1,1,1,3,0
天雷,1,1,1,1,1,1
算你狠,1,1,1,2,2,2
看成狼,1,1,1,1,1,1
快准狠,1,2,0,1,2,0
狠狠爱,1,1,1,1,2,0
狠狠地,1,1,1,1,1,1
毒辣,4,5,3,11,15,8
恶狠狠,1,1,1,2,3,1
狠人,2,2,2,4,4,4
狼灭,1,1,1,1,1,1
心狠,3,4,2,4,5,3
狠厉,1,1,1,1,2,0
太狠了,1,1,1,1,1,1
狼子,1,1,1,1,1,1
军事家,1,1,1,4,5,3
狼群,2,2,2,10,12,9
下手,1,1,1,2,2,2
狼子野心,2,2,2,3,4,2
爱情歌曲,1,1,1,2,2,2
陆依萍,1,1,1,1,1,1
不完全存在,1,1,1,1,1,1
铁石心肠,1,1,1,4,5,3
坏女人,3,4,2,7,8,6
狠辣,1,3,0,3,7,2
阴险小人,1,1,1,3,3,3
冷宫,1,1,1,3,4,2
芈月,1,1,1,1,1,1
白雪公主后妈,1,1,1,2,2,2
古言,1,1,1,1,1,1
老谋深算,1,1,1,7,7,7
狡黠,3,4,2,8,10,7
米勒,1,1,1,3,3,3
脚滑,1,1,1,4,4,4
大大地,1,1,1,1,1,1
奸笑,1,1,1,9,10,8
鸡贼,2,2,2,4,5,3
中性词,1,1,1,4,4,4
陈独秀,2,2,2,4,4,4
护孤独,1,1,1,1,1,1
独行侠,1,1,1,2,2,2
独脚,1,1,1,1,1,1
钓寒江雪,1,1,1,1,1,1
角仙,1,1,1,1,1,1
一绝,1,1,1,2,2,2
独步天下,1,1,1,2,2,2
一如既往,1,1,1,5,5,5
花无缺,2,3,1,3,4,2
得天独厚,1,1,1,1,1,1
绝无仅有,1,2,0,2,3,1
unique,2,2,2,2,2,2
史无前例,1,1,1,1,1,1
独自一人,2,2,2,7,7,7
静静,4,9,2,8,16,6
静思,2,2,2,3,3,3
孤身一人,1,1,1,3,3,3
画风,3,3,3,9,10,8
无独有偶,1,1,1,3,3,3
独有,1,1,1,6,8,4
限量,3,6,2,5,8,4
优生优育,1,1,1,3,3,3
二胎政策,2,2,2,3,4,2
补贴,3,3,3,14,14,14
经济独立,1,1,1,4,6,3
独立自主,2,2,2,4,7,2
过小巷子,1,1,1,1,1,1
独裁主义,1,1,1,1,1,1
末代独裁,1,1,1,1,1,1
专横,3,3,3,6,6,6
辛特勒,1,1,1,1,1,1
一舟,1,1,1,1,1,1
专断,1,1,1,1,1,1
大独裁者,1,1,1,2,3,1
人马兽,1,1,1,1,1,1
怪诞小镇,1,1,1,5,5,5
Harry Potter,1,1,1,1,1,1
天马,1,1,1,2,3,1
中土密林,1,1,1,1,1,1
角马,2,2,2,4,4,4
濒危,2,2,2,18,26,14
有角,1,1,1,2,2,2
白马,6,7,5,15,24,11
代步车,1,1,1,1,2,0
骑着,1,1,1,3,3,3
一个轮子,1,1,1,1,1,1
一个轮,1,1,1,1,1,1
的空间,1,2,0,1,2,0
逼仄,2,2,2,13,16,11
narrow,1,1,1,1,1,1
桃花源记,1,1,1,13,14,12
窄的,1,1,1,1,1,1
窄巷,1,1,1,1,1,1
隘口,1,1,1,1,1,1
见识短浅,1,1,1,1,1,1
猫科动物,2,2,2,8,9,7
鬓毛,1,1,1,1,2,0
辛巴,1,1,1,2,3,1
鬃毛,1,1,1,7,9,5
个头大,1,1,1,2,2,2
动物园怪谈,1,1,1,1,1,1
龙狮城,1,1,1,1,1,1
森林之王,2,2,2,3,4,2
捕食,4,6,2,14,21,10
劳改,1,1,1,4,4,4
狱中杂记,1,1,1,1,1,1
狱卒,1,1,1,6,7,5
典狱长,1,1,1,2,2,2
斯坦福大学,1,1,1,1,1,1
狱都市变,1,1,1,1,1,1
狼图腾,1,2,0,3,5,2
狼人游戏,1,1,1,2,2,2
狼嚎,1,1,1,1,1,1
羊入虎口,1,1,1,1,1,1
孤高,3,3,3,5,6,4
狼孩,1,1,1,3,5,1
月圆之夜,1,1,1,2,4,1
狼叔,1,1,1,4,4,4
自曝,1,1,1,2,2,2
上警,1,1,1,2,2,2
十个人,1,1,1,2,2,2
hunter,1,3,0,1,3,0
里昂那多,1,1,1,1,1,1
富奸,1,1,1,1,1,1
全职猎人,1,1,1,1,1,1
枪杆子,1,1,1,1,1,1
猎犬,2,2,2,5,6,4
猎狗,4,7,2,8,19,4
狩猎者,1,2,0,1,2,0
捕猎,4,5,3,26,40,21
捕杀,2,2,2,7,8,6
郑恺,1,1,1,1,3,0
豹纹,4,11,1,8,28,4
小猎豹,1,1,1,1,1,1
黄心猕猴桃,1,1,1,1,2,0
毛毛的,1,1,1,2,2,2
猖獗的人,1,1,1,1,1,1
狂妄自大,3,3,3,5,5,5
尖牙利爪,1,1,1,1,1,1
猎捕,1,1,1,2,2,2
救命啊,1,1,1,2,2,2
原始森林,1,1,1,4,4,4
出闸,1,2,0,1,2,0
赤西仁,2,2,2,5,5,5
攻势,1,1,1,1,3,0
大风大雨,1,1,1,1,1,1
fierce,1,1,1,1,1,1
猜谜,3,7,2,9,14,8
情侣之间,1,1,1,1,1,1
魏无忌,1,1,1,1,1,1
张无忌,1,1,1,7,8,6
写过了,1,1,1,2,2,2
哥德巴赫,1,8,0,2,9,1
意淫,2,2,2,9,10,8
李米,1,1,1,2,4,1
几米的猜想,1,1,1,1,1,1
端倪,1,1,1,2,2,2
李想,1,1,1,1,1,1
心理活动,2,2,2,5,5,5
guess,1,1,1,1,1,1
数学猜想,1,1,1,1,1,1
悬疑剧,1,1,1,5,5,5
疑病症,1,1,1,1,1,1
疑心暗鬼,1,1,1,2,3,1
黑塔鬼,1,1,1,1,1,1
过劳,1,3,0,5,7,4
心脏猝死,1,1,1,1,1,1
非正常死亡,1,1,1,1,1,1
绞杀,1,1,1,2,3,1
急病,1,1,1,1,1,1
而亡,1,1,1,1,1,1
过劳死,1,1,1,7,9,6
通宵打游戏,1,1,1,1,1,1
桀桀桀,1,1,1,1,1,1
电车痴汉,1,1,1,2,2,2
电车男,2,2,2,2,2,2
类人猿,6,7,5,10,14,7
黑猩猩,1,1,1,5,8,4
珍妮古道尔,1,1,1,2,2,2
温斯顿,1,1,1,2,2,2
捶胸口,2,2,2,3,3,3
近藤勋,1,1,1,1,1,1
中国boy,1,1,1,1,1,1
豚,1,1,1,2,2,2
瘦肉,6,13,5,11,22,8
猪狗不如,1,1,1,4,6,3
猪骨头,2,2,2,2,3,1
富态,1,1,1,5,5,5
背媳妇,1,7,0,1,10,0
吃西瓜,1,1,1,2,2,2
九齿钉耙,1,1,1,2,3,1
高老庄,1,2,0,2,8,1
猴哥,1,2,0,1,3,0
天蓬元帅,1,2,0,1,3,0
猪八戒娶媳妇,1,1,1,1,1,1
天鹅肉,2,2,2,3,3,3
二师兄,1,1,1,2,4,1
娶媳妇,1,1,1,3,5,1
不喜欢吃,3,3,3,7,7,7
肉铺,1,1,1,1,1,1
脯,1,1,1,2,2,2
猪肉干,1,1,1,1,2,0
猪肉脯,1,1,1,2,2,2
豚肉,1,1,1,1,1,1
肘子,3,3,3,6,7,5
瘦肉精,2,8,1,5,15,4
荔枝肉,1,1,1,1,1,1
cat,1,1,1,1,1,1
喵神,1,1,1,1,1,1
大咪,1,1,1,1,1,1
枭,1,1,1,2,2,2
夜间,1,1,1,4,4,4
海德薇,1,1,1,1,1,1
田鼠,2,2,2,4,6,2
雪鸮,1,1,1,1,1,1
夜里,2,2,2,5,7,3
猫头鹰的脸,1,1,1,1,1,1
献血证,1,1,1,2,2,2
医疗车,1,1,1,1,1,1
针孔,1,1,1,8,10,6
输血,7,12,5,13,23,8
流动献血车,1,1,1,1,1,1
救人一命,1,1,1,1,1,1
捐血,2,2,2,2,2,2
献血车,1,3,0,2,7,1
黑暗宗教,1,1,1,1,1,1
致身于,1,1,1,1,1,1
献祭,2,2,2,5,8,3
为国,1,1,1,4,4,4
腮雷,1,1,1,1,1,1
封侯,1,1,1,1,1,1
猴年,1,2,0,3,5,2
猴年马月,1,1,1,1,2,0
金丝猴,2,3,1,5,14,1
猿类,1,1,1,2,2,2
属相,3,3,3,7,8,6
红屁股,1,3,0,2,4,1
活蹦乱跳,1,1,1,10,11,9
金牙,1,1,1,5,5,5
monkey,1,1,1,1,1,1
返祖,3,5,1,4,8,2
哀鸣,1,1,1,2,2,2
类人,1,1,1,2,4,0
裸猿,1,1,1,1,1,1
白帝城,1,1,1,1,2,0
南方古猿,1,1,1,1,1,1
人猿泰山,1,1,1,3,3,3
类,3,3,3,12,12,12
技术猿,1,1,1,1,1,1
谋人,1,1,1,1,1,1
猿粪,2,2,2,2,3,1
最小说,1,1,1,3,3,3
夜华,1,1,1,3,3,3
圆周,1,1,1,1,3,0
率领,1,6,0,3,14,2
率性,2,3,1,3,5,2
百分率,1,1,1,1,1,1
函数曲线,1,1,1,1,1,1
玉碎,2,2,2,2,3,1
玉碎瓦全,1,1,1,4,4,4
明器,1,1,1,1,1,1
璧,1,1,1,1,1,1
璞玉,1,2,0,2,4,1
和田,2,2,2,2,2,2
清润,1,1,1,1,1,1
汉白玉,1,1,1,1,1,1
古代的饰物,1,1,1,1,1,1
珏,1,1,1,1,1,1
玉子,1,1,1,1,2,0
璞,1,1,1,2,3,1
玉带,1,1,1,1,1,1
玉色,1,1,1,1,1,1
齐桓公,1,1,1,1,1,1
一夫多妻制,1,1,1,1,1,1
古典小说,1,1,1,1,1,1
传家宝,1,1,1,3,3,3
玉珏,1,1,1,2,2,2
宫中男子,1,1,1,1,1,1
定情之物,1,1,1,1,1,1
赌石,1,1,1,3,6,2
玉石俱焚,1,5,0,1,5,0
俱焚,1,5,0,1,6,0
秘宝,1,1,1,4,4,4
金石学,1,1,1,1,1,1
磐,1,1,1,1,1,1
玉佣,1,1,1,1,1,1
价值高,1,1,1,4,4,4
蓝田,1,1,1,1,1,1
黄翡翠,1,1,1,1,1,1
玉雕,1,1,1,1,1,1
玉米面,1,2,0,6,7,5
苞谷,1,2,0,4,6,3
玉米花,1,1,1,2,2,2
苞米,1,1,1,6,6,6
玉米地,1,2,0,4,6,3
玉米珍,1,1,1,1,1,1
玉米薯片,1,1,1,1,1,1
松仁,1,1,1,1,1,1
赫鲁晓夫,1,1,1,3,3,3
烤玉米,1,1,1,2,2,2
塞牙缝,1,1,1,3,3,3
霸,1,1,1,1,1,1
王中王,1,1,1,2,4,1
权利的游戏,1,1,1,2,2,2
金秀贤,1,1,1,2,2,2
王不见王,1,1,1,1,1,1
小童,1,1,1,1,1,1
骂人用语,1,1,1,1,1,1
俗称,2,2,2,3,3,3
甲鱼,3,4,2,6,10,5
羔子,2,2,2,2,4,1
骂人话,2,2,2,2,2,2
气死你个王八,1,1,1,1,1,1
骂人的脏话,1,1,1,1,1,1
不是人,1,1,1,5,5,5
你咋还骂人呢,1,1,1,1,1,1
八宝粥,2,2,2,7,9,5
蛋蛋,5,10,3,8,16,5
王八羔子,1,1,1,1,2,0
他妈的,1,1,1,4,4,4
会掉,1,1,1,1,1,1
路德,1,1,1,2,2,2
不低头,1,1,1,2,2,2
后冠,1,1,1,1,1,1
冠冕,1,1,1,2,2,2
王室,2,2,2,11,11,11
承重,1,1,1,11,12,10
树枝王冠,1,1,1,1,1,1
西洋棋,1,1,1,3,3,3
红女王,1,1,1,1,1,1
洛克,1,1,1,1,2,0
a8de634e61be460424b5a9765f621569,4,4,4,4,6,2
新衣,2,4,1,4,7,2
最美的人啊,1,1,1,1,1,1
雄鹰,2,2,2,4,4,4
王者风范,1,1,1,2,2,2
王国之心,1,2,0,1,2,0
自由的,1,1,1,1,1,1
不二之臣,1,1,1,1,1,1
国王,2,2,2,2,2,2
松本,1,1,1,2,2,2
俊朗,1,1,1,4,4,4
青蛙王子,1,1,1,2,2,2
骗氪,1,1,1,1,1,1
king,1,1,1,3,3,3
快乐王子,1,1,1,1,1,1
大明,1,3,0,1,5,0
朝歌,1,1,1,1,1,1
马汉,1,5,0,1,7,0
龙纹,1,1,1,1,1,1
大唐,2,3,1,10,16,6
李汉,1,1,1,1,1,1
没落,1,1,1,9,9,9
上下五千年,1,1,1,2,2,2
康熙帝国,1,1,1,1,1,1
对王牌,1,6,0,1,7,0
王牌对王牌,1,2,0,1,6,0
首席,2,2,2,9,9,9
王牌逗王牌,1,1,1,1,1,1
王牌投手,1,1,1,1,1,1
大鬼,1,1,1,1,1,1
王牌,2,2,2,5,5,5
亨利八世,1,1,1,1,1,1
莲梦露,1,4,0,1,4,0
血腥玛丽,3,4,2,4,10,3
梦露,1,1,1,4,5,3
汤姆,1,1,1,2,2,2
超级玛丽游戏,1,1,1,1,1,1
复古裙,1,1,1,1,1,1
踢毽子,1,1,1,2,2,2
物丧志,1,1,1,1,1,1
橡胶小熊,1,1,1,1,1,1
耍物,1,1,1,1,1,1
遥控汽车,1,1,1,2,2,2
toy,1,1,1,1,2,0
玩法,1,1,1,1,1,1
斯皮尔伯格,1,1,1,2,2,2
